INST_ID,MEDIAN_MEASURED_RUNLENGTH,MEDIAN_MEASURED_RUNTIME,MEDIAN_COMPUTED_RUNTIME,capped,Solution,NOISE,RANDOM_WALK_PROB,nvars,nclauses,vars_clauses_ratio,VCG_VAR_min,VCG_VAR_max,VCG_VAR_entropy,VCG_CLAUSE_mean,VCG_CLAUSE_coeff_variation,VCG_CLAUSE_max,VCG_CLAUSE_entropy,POSNEG_RATIO_CLAUSE_mean,POSNEG_RATIO_VAR_stdev,POSNEG_RATIO_VAR_max,BINARY_PLUS,TRINARY_PLUS,HORNY_VAR_coeff_variation,HORNY_VAR_min,HORNY_VAR_max,HORNY_VAR_entropy,horn_clauses_fraction,VG_mean,VG_coeff_variation,VG_min,vars_reduced_depth_4,vars_reduced_depth_16,vars_reduced_depth_64,saps_BestSolution_Mean,saps_BestSolution_CoeffVariance,saps_BestStep_Mean,saps_BestStep_CoeffVariance,saps_AvgImproveToBest_Mean,saps_AvgImproveToBest_CoeffVariance,saps_FirstLMRatio_Mean,saps_FirstLMRatio_CoeffVariance,saps_BestCV_Mean,gsat_BestSolution_Mean,gsat_BestSolution_CoeffVariance,gsat_BestStep_Mean,gsat_BestStep_CoeffVariance,gsat_AvgImproveToBest_CoeffVariance,gsat_BestCV_Mean,lobjois_mean_depth_over_vars,lobjois_log_num_nodes_over_vars
88571,17972,0.015,0.0140382,0,1,10.0000,0.010000,1674,12834,0.130434783,0.00116877045,0.00132460651,0.527985273,0.00124668848,0.279508497,0.00358422939,0.104732439,1,0.00304811752,0.882352941,0.97826087,0.97826087,0.0258661198,0.00109085242,0.00124668848,0.527985273,0.97826087,0.00116877045,0.0258661198,0.00109085242,0,0.134408602,0.977299881,35.9427,0.158789339,1517.7245,0.212676754,2.14356402,0.225176914,0.988109203,0.0023163878,0.20650789,25.4565447,0.192371826,4755.03464,0.309440041,0.355383363,0.290377389,0.413700219,0.662561179
88588,64289,0.035,0.0484808,0,1,10.0000,0.010000,1134,8694,0.130434783,0.00161030596,0.00195537152,0.527692577,0.00184034967,0.279508497,0.00529100529,0.104732439,1,0.00317726224,0.882352941,0.97826087,0.97826087,0.0265606358,0.0014952841,0.00184034967,0.527692577,0.97826087,0.00172532781,0.0265606358,0.0014952841,0,0.367724868,0.783950617,26.0207,0.172629331,870.1697,0.215204059,2.52621247,0.22350072,0.988999346,0.00274683419,0.191830209,18.7996,0.202898265,2480.9911,0.32890488,0.377155152,0.273375839,0.451344591,0.748789684
88591,6525.5,0.01,0.00479013,0,1,10.0000,0.010000,834,6394,0.130434783,0.00234594933,0.00265874257,0.475188333,0.00250234595,0.279508497,0.0071942446,0.104732439,1,0.00282719526,0.882352941,0.97826087,0.97826087,0.0239904058,0.00218955271,0.00250234595,0.475188333,0.97826087,0.00234594933,0.0239904058,0.00218955271,0,0.0479616307,0.292565947,21.1174,0.181387946,559.6718,0.215828153,2.88756519,0.225030176,0.990104408,0.00310972762,0.171601823,15.0274,0.213584714,1536.3977,0.349310544,0.395721691,0.2598006,0.485033533,0.76159679
88593,9953.5,0.01,0.00772355,0,1,10.0000,0.010000,1212,9292,0.130434783,0.00150667241,0.00193715024,0.559442671,0.00172191132,0.279508497,0.00495049505,0.104732439,1,0.00332956422,0.888888889,0.97826087,0.97826087,0.0281439018,0.00139905295,0.00182953078,0.559442671,0.97826087,0.00161429186,0.0281439018,0.00139905295,0,0.358085809,0.620462046,27.9254,0.169835691,954.4743,0.216592171,2.46542299,0.226098607,0.988942185,0.00266916624,0.191256625,20.0351,0.204452964,2791.1445,0.329445622,0.37806045,0.274594032,0.445383141,0.728652909
88597,47322.5,0.04,0.0355824,0,1,10.0000,0.010000,1620,12420,0.130434783,0.00120772947,0.00152979066,0.502519222,0.00128824477,0.279508497,0.0037037037,0.104732439,1,0.00313702755,0.894736842,0.97826087,0.97826087,0.0275172972,0.00112721417,0.00144927536,0.502519222,0.97826087,0.00120772947,0.0275172972,0.00112721417,0,0.133950617,0.722839506,35.8333,0.158160394,1439.8947,0.214715806,2.18787893,0.22464161,0.988343879,0.00234138692,0.200261436,25.4463087,0.194496147,4497.9347,0.315568704,0.367754555,0.283901445,0.416416152,0.680325509
88600,11823,0.01,0.00895817,0,1,10.0000,0.010000,1728,13248,0.130434783,0.00113224638,0.00128321256,0.48152329,0.00120772947,0.279508497,0.00347222222,0.104732439,1,0.00285377965,0.882352941,0.97826087,0.97826087,0.0242161052,0.00105676329,0.00120772947,0.48152329,0.97826087,0.00113224638,0.0242161052,0.00105676329,0,0.0127314815,0.480902778,36.1281,0.15940627,1584.9188,0.209361083,2.11787586,0.221223672,0.987907279,0.00226698184,0.21212055,25.5549215,0.364127229,4957.76193,0.310716382,0.368411638,0.295969219,0.410617438,0.647643243
88601,16091.5,0.01,0.0117837,0,1,10.0000,0.010000,1218,9338,0.130434783,0.00160633969,0.00182051831,0.544992643,0.001713429,0.279508497,0.00492610837,0.104732439,1,0.00311910599,0.882352941,0.97826087,0.97826087,0.0264688889,0.00149925037,0.001713429,0.544992643,0.97826087,0.00160633969,0.0264688889,0.00149925037,0,0.412972085,0.972906404,27.9403,0.16845532,962.5622,0.215513941,2.45419132,0.223004501,0.98888265,0.00264375524,0.192316405,20.0069,0.201035529,2811.8128,0.325101908,0.373956263,0.275970302,0.445121018,0.722605049
88616,21815.5,0.015,0.0168832,0,1,10.0000,0.010000,1638,12558,0.130434783,0.0011148272,0.00135371875,0.466106515,0.00127408823,0.279508497,0.00366300366,0.104732439,1,0.00288896715,0.882352941,0.97826087,0.97826087,0.0242091013,0.00103519669,0.00127408823,0.466106515,0.97826087,0.00119445772,0.0242091013,0.00103519669,0,0.320512821,0.550671551,34.5877,0.163383062,1473.4643,0.214145672,2.1603678,0.22476632,0.988017645,0.00231323182,0.210014299,24.5159307,0.199817463,4542.78577,0.309654584,0.354536297,0.292970304,0.417351608,0.70764794
88630,116880,0.09,0.0831964,0,1,10.0000,0.010000,1296,9936,0.130434783,0.00150966184,0.0018115942,0.527713362,0.00161030596,0.279508497,0.00462962963,0.104732439,1,0.00308796337,0.888888889,0.97826087,0.97826087,0.0264497349,0.00140901771,0.00171095008,0.527713362,0.97826087,0.00150966184,0.0264497349,0.00140901771,0,0.0239197531,0.191358025,28.482,0.170694901,1052.8067,0.21366384,2.39176491,0.223370078,0.988571969,0.00258299425,0.201000973,20.3342,0.202392199,3075.2135,0.321575155,0.366082628,0.284244435,0.438061497,0.679110593
88633,20030,0.015,0.0148253,0,1,10.0000,0.010000,1338,10258,0.130434783,0.00146227335,0.00165724313,0.464891417,0.00155975824,0.279508497,0.00448430493,0.104732439,1,0.00278392071,0.882352941,0.97826087,0.97826087,0.023623015,0.00136478846,0.00155975824,0.464891417,0.97826087,0.00146227335,0.023623015,0.00136478846,0,0.631539611,0.977578475,30.1335,0.164896811,1096.4977,0.215026321,2.37007058,0.223741925,0.988690393,0.00254263552,0.195911165,21.4278,0.20055357,3287.9264,0.323625441,0.364878901,0.28046001,0.434916293,0.673796247
88645,3785,0,0.00310028,0,1,10.0000,0.010000,882,6762,0.130434783,0.00221827862,0.0025140491,0.49204169,0.00236616386,0.279508497,0.00680272109,0.104732439,1,0.00289786225,0.882352941,0.97826087,0.97826087,0.0245903705,0.00207039337,0.00236616386,0.49204169,0.97826087,0.00221827862,0.0245903705,0.00207039337,0,0.292517007,0.971655329,22.3529,0.178352552,606.9269,0.221571444,2.82202303,0.22860769,0.990015507,0.00305684241,0.171532036,15.8793,0.212683057,1694.8391,0.340815926,0.394030769,0.260360233,0.477392593,0.758679563
88650,4559.5,0.01,0.00347717,0,1,10.0000,0.010000,702,5382,0.130434783,0.002787068,0.00315867707,0.493812936,0.00297287254,0.279508497,0.00854700855,0.104732439,1,0.00290527922,0.882352941,0.97826087,0.97826087,0.0246533421,0.00260126347,0.00297287254,0.493812936,0.97826087,0.002787068,0.0246533421,0.00260126347,0,0.528490028,0.964387464,17.7505,0.19178739,447.7634,0.216227671,3.03351823,0.222726082,0.990208262,0.00336078966,0.173701413,12.674,0.231514078,1168.9126,0.355788631,0.408346761,0.262366975,0.501767474,0.790779791
88651,13095,0.01,0.0104197,0,1,10.0000,0.010000,1302,9982,0.130434783,0.00150270487,0.00170306552,0.473981266,0.00160288519,0.279508497,0.00460829493,0.104732439,1,0.0028221266,0.882352941,0.97826087,0.97826087,0.0239473736,0.00140252454,0.00160288519,0.473981266,0.97826087,0.00150270487,0.0239473736,0.00140252454,0,0.35483871,0.978494624,29.4748,0.167655756,1061.1454,0.216925813,2.3828324,0.227230875,0.988720722,0.00258897548,0.195160366,21.0816,0.199589831,3139.7163,0.32268138,0.366188323,0.278789505,0.436931516,0.729744489
88656,13892.5,0.01,0.0112573,0,1,10.0000,0.010000,1050,8050,0.130434783,0.00186335404,0.00211180124,0.494803031,0.00198757764,0.279508497,0.00571428571,0.104732439,1,0.00290942445,0.882352941,0.97826087,0.97826087,0.024688536,0.00173913043,0.00198757764,0.494803031,0.97826087,0.00186335404,0.024688536,0.00173913043,0,0.412380952,0.968571429,25.4487,0.172966965,780.4173,0.220297778,2.61554222,0.229282421,0.989469251,0.00282871567,0.180697951,18.2358,0.207468947,2233.0871,0.336333535,0.391437329,0.265720487,0.459786921,0.739171567
88672,7866.5,0.01,0.00637877,0,1,10.0000,0.010000,1158,8878,0.130434783,0.00168956972,0.00191484569,0.514635223,0.0018022077,0.279508497,0.00518134715,0.104732439,1,0.00299236206,0.882352941,0.97826087,0.97826087,0.0253927129,0.00157693174,0.0018022077,0.514635223,0.97826087,0.00168956972,0.0253927129,0.00157693174,0,0.480138169,0.977547496,27.5957,0.168654492,891.2784,0.217297518,2.5248156,0.228134131,0.989201911,0.00272991135,0.18448435,19.6405,0.203342683,2617.9088,0.331444283,0.374762272,0.270499468,0.448664277,0.69354783
88680,52966,0.045,0.0391639,0,1,10.0000,0.010000,1398,10718,0.130434783,0.00130621385,0.00158611681,0.522073418,0.00149281582,0.279508497,0.00429184549,0.104732439,1,0.00312699261,0.882352941,0.97826087,0.97826087,0.0262048713,0.00121291286,0.00149281582,0.522073418,0.97826087,0.00139951483,0.0262048713,0.00121291286,0,0.505722461,0.725321888,30.7703,0.165483186,1163.3393,0.212881445,2.33155897,0.222288034,0.988515184,0.00250231114,0.200444019,21.9405,0.198466417,3495.6273,0.316925057,0.363776491,0.283501474,0.43096557,0.671764904
88691,5497.5,0,0.00424284,0,1,10.0000,0.010000,834,6394,0.130434783,0.00234594933,0.00265874257,0.475188333,0.00250234595,0.279508497,0.0071942446,0.104732439,1,0.00282719526,0.882352941,0.97826087,0.97826087,0.0239904058,0.00218955271,0.00250234595,0.475188333,0.97826087,0.00234594933,0.0239904058,0.00218955271,0,0,0,21.5022,0.17581826,557.5904,0.2185104,2.89995545,0.22519232,0.990269658,0.00306457506,0.167337964,15.4444,0.210091921,1536.0273,0.352578361,0.39787789,0.25422419,0.483218545,0.773107237
88697,14282.5,0.01,0.011192,0,1,10.0000,0.010000,1278,9798,0.130434783,0.00153092468,0.00183710961,0.50911717,0.00163298632,0.279508497,0.00469483568,0.104732439,1,0.00301505713,0.888888889,0.97826087,0.97826087,0.0258400844,0.00142886303,0.00173504797,0.50911717,0.97826087,0.00153092468,0.0258400844,0.00142886303,0,0.254303599,0.969483568,28.7781,0.167692332,1025.4086,0.213631075,2.41691512,0.222547437,0.988748705,0.00258687964,0.195718273,20.4927,0.195948548,3020.9515,0.318737491,0.36222319,0.280139325,0.438624257,0.683268731
88699,4304.5,0.005,0.0032617,0,1,10.0000,0.010000,672,5152,0.130434783,0.00291149068,0.00329968944,0.463413559,0.00310559006,0.279508497,0.00892857143,0.104732439,1,0.00277770269,0.882352941,0.97826087,0.97826087,0.023570226,0.0027173913,0.00310559006,0.463413559,0.97826087,0.00291149068,0.023570226,0.0027173913,0,0.776785714,0.967261905,17.6035,0.191775428,418.9168,0.217320422,3.1034328,0.222755352,0.990548504,0.00338131817,0.16642799,12.4718,0.225631878,1095.9529,0.355392035,0.409492547,0.257307641,0.509251042,0.846915793
88723,27510.5,0.025,0.0206051,0,1,10.0000,0.010000,1446,11086,0.130434783,0.00126285405,0.00153346563,0.507854521,0.00144326177,0.279508497,0.00414937759,0.104732439,1,0.00319370821,0.882352941,0.97826087,0.97826087,0.0264723209,0.00117265019,0.00144326177,0.507854521,0.97826087,0.00135305791,0.0264723209,0.00117265019,0,0.458506224,0.774550484,32.5616,0.160427787,1224.1098,0.216520008,2.29552984,0.225853464,0.988611636,0.00246097932,0.195873249,23.3803876,0.19462181,3706.57874,0.319341173,0.365835652,0.277867083,0.427610581,0.661914283
88726,17997,0.01,0.0137817,0,1,10.0000,0.010000,1458,11178,0.130434783,0.00125246019,0.00152084452,0.482683563,0.00143138307,0.279508497,0.00411522634,0.104732439,1,0.0030997126,0.882352941,0.97826087,0.97826087,0.025660012,0.00116299875,0.00143138307,0.482683563,0.97826087,0.00134192163,0.025660012,0.00116299875,0,0.0219478738,0.974622771,32.2829,0.162132879,1238.636,0.212150262,2.28478818,0.221906665,0.988487739,0.0024436115,0.199527898,22.8689529,0.199809967,3777.7823,0.321087719,0.367629337,0.284571104,0.426064769,0.660584292
88730,4308.5,0,0.00334384,0,1,10.0000,0.010000,810,6210,0.130434783,0.00241545894,0.00289855072,0.432255074,0.00257648953,0.279508497,0.00740740741,0.104732439,1,0.00292746344,0.888888889,0.97826087,0.97826087,0.025660012,0.00225442834,0.00273752013,0.432255074,0.97826087,0.00241545894,0.025660012,0.00225442834,0,0.790123457,0.966666667,20.2424,0.185065875,544.0654,0.218156353,2.88765747,0.225391341,0.989997232,0.00314170663,0.175015673,14.5729,0.219554673,1457.9565,0.351667414,0.4091006,0.260314752,0.487310782,0.806330031
88734,16885,0.02,0.0132082,0,1,10.0000,0.010000,1776,13616,0.130434783,0.00110164512,0.00132197415,0.511638117,0.00117508813,0.279508497,0.00337837838,0.104732439,1,0.00300727484,0.888888889,0.97826087,0.97826087,0.02570332,0.00102820212,0.00124853114,0.511638117,0.97826087,0.00110164512,0.02570332,0.00102820212,0,0.0529279279,0.97972973,38.2564,0.156141019,1643.771,0.214316199,2.10092021,0.226955642,0.988096322,0.00227844808,0.205621716,27.177774,0.188366643,5166.61231,0.30882288,0.355021396,0.288655277,0.408783258,0.635782509
88740,23106.5,0.025,0.0184113,0,1,10.0000,0.010000,1740,13340,0.130434783,0.00104947526,0.00127436282,0.519104775,0.0011994003,0.279508497,0.00344827586,0.104732439,1,0.0030917393,0.882352941,0.97826087,0.97826087,0.0259678552,0.000974512744,0.0011994003,0.519104775,0.97826087,0.00112443778,0.0259678552,0.000974512744,0,0.306321839,0.785057471,36.3657,0.15737143,1607.9406,0.210606123,2.09957312,0.222820473,0.987883758,0.00226393243,0.2120366,25.9270502,0.192807401,4954.26748,0.308649173,0.358443429,0.293594819,0.411029157,0.65754444
88743,52382.5,0.04,0.0400518,0,1,10.0000,0.010000,2160,16560,0.130434783,0.000905797101,0.00102657005,0.513071384,0.000966183575,0.279508497,0.00277777778,0.104732439,1,0.00298582765,0.882352941,0.97826087,0.97826087,0.0253372317,0.000845410628,0.000966183575,0.513071384,0.97826087,0.000905797101,0.0253372317,0.000845410628,0,0.201851852,0.609722222,43.1819,0.148099666,2180.6829,0.202150891,1.91959727,0.218235578,0.987421821,0.0020389494,0.221528032,30.3074881,0.186147611,7093.13861,0.294755566,0.34419474,0.304991413,0.392255679,0.619040449
