INST_ID,MEDIAN_MEASURED_RUNLENGTH,MEDIAN_MEASURED_RUNTIME,MEDIAN_COMPUTED_RUNTIME,capped,Solution,ALPHA,RHO,SMOOTH_PROB,RANDOM_WALK_PROB,nvars,nclauses,vars_clauses_ratio,VCG_VAR_min,VCG_VAR_max,VCG_VAR_entropy,VCG_CLAUSE_mean,VCG_CLAUSE_coeff_variation,VCG_CLAUSE_max,VCG_CLAUSE_entropy,POSNEG_RATIO_CLAUSE_mean,POSNEG_RATIO_VAR_stdev,POSNEG_RATIO_VAR_max,BINARY_PLUS,TRINARY_PLUS,HORNY_VAR_coeff_variation,HORNY_VAR_min,HORNY_VAR_max,HORNY_VAR_entropy,horn_clauses_fraction,VG_mean,VG_coeff_variation,VG_min,vars_reduced_depth_4,vars_reduced_depth_16,vars_reduced_depth_64,saps_BestSolution_Mean,saps_BestSolution_CoeffVariance,saps_BestStep_Mean,saps_BestStep_CoeffVariance,saps_AvgImproveToBest_Mean,saps_AvgImproveToBest_CoeffVariance,saps_FirstLMRatio_Mean,saps_FirstLMRatio_CoeffVariance,saps_BestCV_Mean,gsat_BestSolution_Mean,gsat_BestSolution_CoeffVariance,gsat_BestStep_Mean,gsat_BestStep_CoeffVariance,gsat_AvgImproveToBest_CoeffVariance,gsat_BestCV_Mean,lobjois_mean_depth_over_vars,lobjois_log_num_nodes_over_vars
5152083,1.69402e+06,3.05,3.1668,0,1,1.2000,0.0000,0.050000,0.010000,750,3187,0.235331032,0.00125509884,0.00784436774,2.64134771,0.004,0,0.004,0,0.501934944,0.171250824,1,0,1,0.400939136,0.00031377471,0.00502039536,2.32829478,0.504235959,0.00786946972,0.273604144,0.00251019768,0,0.00133333333,0.0626666667,24.9425,0.240780356,452.025,0.219754886,0.862068264,0.206650477,0.854145089,0.0291339743,0.320667665,19.5057,0.220041504,1580.0866,0.320649444,0.352400566,0.376096918,0.301294,0.521648022
5152083,1.28379e+06,2.29,2.36167,0,1,1.2000,0.1000,0.050000,0.010000,750,3187,0.235331032,0.00125509884,0.00784436774,2.64134771,0.004,0,0.004,0,0.501934944,0.171250824,1,0,1,0.400939136,0.00031377471,0.00502039536,2.32829478,0.504235959,0.00786946972,0.273604144,0.00251019768,0,0.00133333333,0.0626666667,24.9425,0.240780356,452.025,0.219754886,0.862068264,0.206650477,0.854145089,0.0291339743,0.320667665,19.5057,0.220041504,1580.0866,0.320649444,0.352400566,0.376096918,0.301294,0.521648022
5152083,1.18228e+06,2.09,2.09551,0,1,1.2000,0.2000,0.050000,0.010000,750,3187,0.235331032,0.00125509884,0.00784436774,2.64134771,0.004,0,0.004,0,0.501934944,0.171250824,1,0,1,0.400939136,0.00031377471,0.00502039536,2.32829478,0.504235959,0.00786946972,0.273604144,0.00251019768,0,0.00133333333,0.0626666667,24.9425,0.240780356,452.025,0.219754886,0.862068264,0.206650477,0.854145089,0.0291339743,0.320667665,19.5057,0.220041504,1580.0866,0.320649444,0.352400566,0.376096918,0.301294,0.521648022
5152083,1.02942e+06,1.79,1.91793,0,1,1.2000,0.3000,0.050000,0.010000,750,3187,0.235331032,0.00125509884,0.00784436774,2.64134771,0.004,0,0.004,0,0.501934944,0.171250824,1,0,1,0.400939136,0.00031377471,0.00502039536,2.32829478,0.504235959,0.00786946972,0.273604144,0.00251019768,0,0.00133333333,0.0626666667,24.9425,0.240780356,452.025,0.219754886,0.862068264,0.206650477,0.854145089,0.0291339743,0.320667665,19.5057,0.220041504,1580.0866,0.320649444,0.352400566,0.376096918,0.301294,0.521648022
5152083,805982,1.415,1.42833,0,1,1.2000,0.4000,0.050000,0.010000,750,3187,0.235331032,0.00125509884,0.00784436774,2.64134771,0.004,0,0.004,0,0.501934944,0.171250824,1,0,1,0.400939136,0.00031377471,0.00502039536,2.32829478,0.504235959,0.00786946972,0.273604144,0.00251019768,0,0.00133333333,0.0626666667,24.9425,0.240780356,452.025,0.219754886,0.862068264,0.206650477,0.854145089,0.0291339743,0.320667665,19.5057,0.220041504,1580.0866,0.320649444,0.352400566,0.376096918,0.301294,0.521648022
5152083,799763,1.425,1.43099,0,1,1.2000,0.5000,0.050000,0.010000,750,3187,0.235331032,0.00125509884,0.00784436774,2.64134771,0.004,0,0.004,0,0.501934944,0.171250824,1,0,1,0.400939136,0.00031377471,0.00502039536,2.32829478,0.504235959,0.00786946972,0.273604144,0.00251019768,0,0.00133333333,0.0626666667,24.9425,0.240780356,452.025,0.219754886,0.862068264,0.206650477,0.854145089,0.0291339743,0.320667665,19.5057,0.220041504,1580.0866,0.320649444,0.352400566,0.376096918,0.301294,0.521648022
5152083,841054,1.49,1.5167,0,1,1.2000,0.6000,0.050000,0.010000,750,3187,0.235331032,0.00125509884,0.00784436774,2.64134771,0.004,0,0.004,0,0.501934944,0.171250824,1,0,1,0.400939136,0.00031377471,0.00502039536,2.32829478,0.504235959,0.00786946972,0.273604144,0.00251019768,0,0.00133333333,0.0626666667,24.9425,0.240780356,452.025,0.219754886,0.862068264,0.206650477,0.854145089,0.0291339743,0.320667665,19.5057,0.220041504,1580.0866,0.320649444,0.352400566,0.376096918,0.301294,0.521648022
5152083,1.34771e+06,2.445,2.4294,0,1,1.2000,0.7000,0.050000,0.010000,750,3187,0.235331032,0.00125509884,0.00784436774,2.64134771,0.004,0,0.004,0,0.501934944,0.171250824,1,0,1,0.400939136,0.00031377471,0.00502039536,2.32829478,0.504235959,0.00786946972,0.273604144,0.00251019768,0,0.00133333333,0.0626666667,24.9425,0.240780356,452.025,0.219754886,0.862068264,0.206650477,0.854145089,0.0291339743,0.320667665,19.5057,0.220041504,1580.0866,0.320649444,0.352400566,0.376096918,0.301294,0.521648022
5152083,3.94554e+06,7.36,7.46028,0,1,1.2000,0.8000,0.050000,0.010000,750,3187,0.235331032,0.00125509884,0.00784436774,2.64134771,0.004,0,0.004,0,0.501934944,0.171250824,1,0,1,0.400939136,0.00031377471,0.00502039536,2.32829478,0.504235959,0.00786946972,0.273604144,0.00251019768,0,0.00133333333,0.0626666667,24.9425,0.240780356,452.025,0.219754886,0.862068264,0.206650477,0.854145089,0.0291339743,0.320667665,19.5057,0.220041504,1580.0866,0.320649444,0.352400566,0.376096918,0.301294,0.521648022
5152083,2.77064e+07,54.465,55.4454,0,1,1.2000,0.9000,0.050000,0.010000,750,3187,0.235331032,0.00125509884,0.00784436774,2.64134771,0.004,0,0.004,0,0.501934944,0.171250824,1,0,1,0.400939136,0.00031377471,0.00502039536,2.32829478,0.504235959,0.00786946972,0.273604144,0.00251019768,0,0.00133333333,0.0626666667,24.9425,0.240780356,452.025,0.219754886,0.862068264,0.206650477,0.854145089,0.0291339743,0.320667665,19.5057,0.220041504,1580.0866,0.320649444,0.352400566,0.376096918,0.301294,0.521648022
